Customer_ID,Customer_Name,Email,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season
593,Karen Anderson,christieguzman@yahoo.com,Full-Sleeve Shirt,1,2010,2010,2023-11-11,Autumn
594,Brittney Spears,rlloyd@yahoo.com,Sweater,1,716,716,2023-02-20,Winter
595,William Perry,evelynjackson@yahoo.com,Sunglasses,3,2242,6726,2023-06-13,Summer
596,Alexandria Payne,ericmontgomery@valencia-fitzpatrick.com,Cardigan,1,2765,2765,2024-10-22,Autumn
597,Eric Hill,cmartin@mcmahon.com,Umbrella,5,1195,5975,2024-07-13,Monsoon
598,Dana Wise,bryan92@gmail.com,Sandals,3,2938,8814,2023-07-14,Summer
599,Tonya Figueroa,plopez@gmail.com,Jacket,5,2179,10895,2023-12-27,Winter
600,Jeffrey Shelton,hendersonstephanie@williams.info,Waterproof Shoes,4,4099,16396,2024-07-28,Monsoon
601,Kyle Lozano,holtanna@gmail.com,Raincoat,2,2245,4490,2024-06-16,Monsoon
602,Douglas Wang,daniel53@hunter.com,T-Shirt,3,1484,4452,2023-05-25,Spring
603,Priscilla Smith,marklewis@yahoo.com,Raincoat,5,653,3265,2023-06-14,Monsoon
604,Brandon Hamilton,greeves@richardson.biz,Sunglasses,3,4796,14388,2023-07-26,Summer
605,Adrienne Hayes,cmartin@yahoo.com,Sneakers,3,4880,14640,2024-04-19,Spring
606,Justin Jensen,woodsangela@shannon.com,Umbrella,5,4884,24420,2024-09-14,Monsoon
607,John Garcia,hlee@johnson.org,Sunglasses,1,2558,2558,2023-07-11,Summer
608,Allison Gardner,kristen65@gmail.com,Sandals,3,4725,14175,2025-06-28,Summer
609,Cristina Powers,johntorres@hotmail.com,Blazer,5,4371,21855,2024-11-22,Autumn
610,Katie Johnson,qlester@shaffer-williams.info,Jacket,3,1152,3456,2024-12-28,Winter
611,Kathryn Owen,daisy96@gmail.com,Loafers,4,1173,4692,2023-11-20,Autumn
612,Julie Mays,joe99@gmail.com,Waterproof Shoes,1,2653,2653,2023-09-13,Monsoon
613,Robin Cisneros,jim08@gmail.com,Sneakers,5,2073,10365,2024-05-17,Spring
614,Robert Brown,sean60@moses-taylor.com,Jacket,1,4408,4408,2024-02-28,Winter
615,Bridget James,duranjose@hotmail.com,Scarf,2,612,1224,2024-02-24,Winter
616,Kimberly Gilbert,rodriguezjeff@gonzalez.net,Cardigan,2,696,1392,2024-10-16,Autumn
617,Miguel Jackson,joseph22@martinez.biz,Sunglasses,3,4119,12357,2024-07-03,Summer
618,Sarah Hicks,patelmonica@moore.com,Sneakers,2,755,1510,2024-05-17,Spring
619,Mary Stevenson,karacarpenter@martin.net,Sandals,2,2960,5920,2023-06-05,Summer
620,Robert Allen,xaguirre@yahoo.com,Loafers,1,2569,2569,2024-09-28,Autumn
621,Ronald Crawford,iparker@hotmail.com,Jeans,2,3074,6148,2024-04-02,Spring
622,Jason Rogers,ebenson@smith.biz,Jacket,1,680,680,2024-01-10,Winter
623,Cynthia Morgan,flemingkathleen@hotmail.com,Light Jacket,4,995,3980,2023-05-21,Spring
624,Ryan Poole,crystalaguilar@jones.com,Jacket,2,4851,9702,2024-12-17,Winter
625,Oscar Jacobson,jessica64@banks.biz,Boots,2,2853,5706,2023-12-03,Winter
626,Mrs. Jordan Bowen MD,nataliemorris@munoz.biz,Jeans,1,807,807,2025-05-05,Spring
627,Elizabeth Hurley,williamsjames@yahoo.com,Sweater,1,2470,2470,2024-02-08,Winter
628,Jessica Stephens,abailey@conway.com,Umbrella,5,4524,22620,2023-06-18,Monsoon
629,Joseph Walker,alexanderquinn@castro.org,Loafers,2,1574,3148,2024-11-10,Autumn
630,Ryan Miller,lhodges@hotmail.com,T-Shirt,5,3646,18230,2024-04-09,Spring
631,Diana Taylor,swoodard@griffin.com,Waterproof Shoes,2,1786,3572,2024-08-08,Monsoon
632,James White,benjamin83@gmail.com,Raincoat,5,1633,8165,2024-06-14,Monsoon
633,Mr. Nicholas Walker,pamelasmith@yahoo.com,Umbrella,5,3652,18260,2024-09-18,Monsoon
634,Derek Santana,dbrown@velasquez-ayers.com,Sandals,2,3656,7312,2024-06-06,Summer
635,Logan Willis,uknapp@gmail.com,Sandals,2,3765,7530,2024-08-17,Summer
636,Katie Smith,john86@yahoo.com,Raincoat,4,2181,8724,2023-07-05,Monsoon
637,Alan Clark,daniel36@yahoo.com,Full-Sleeve Shirt,1,4074,4074,2023-09-19,Autumn
638,Andrew Holland,xparker@hotmail.com,Sandals,2,3009,6018,2024-07-05,Summer
639,Chelsea Crawford,dmoore@hotmail.com,Sweater,3,4909,14727,2024-01-08,Winter
640,Cynthia Diaz,xkane@yang-campbell.com,Cardigan,4,4957,19828,2024-10-03,Autumn
641,Eric Walker,csmith@wilson.com,Jacket,2,1195,2390,2024-12-19,Winter
642,Susan Cox,karen74@boyd.com,T-Shirt,5,3560,17800,2023-05-02,Spring
643,Ashley Anderson,larry65@hotmail.com,Cardigan,5,3320,16600,2024-10-24,Autumn
644,Joseph Ramirez,davidprice@yahoo.com,Raincoat,2,929,1858,2024-08-19,Monsoon
645,Natasha Hamilton,connie19@lewis-mccarthy.com,Tank Top,2,586,1172,2023-08-03,Summer
646,Curtis Serrano,ggarner@holmes.com,Scarf,1,3283,3283,2024-01-09,Winter
647,Christina Peterson,xmclean@gmail.com,Jeans,5,1941,9705,2023-04-05,Spring
648,Trevor Miller,collin61@cook.com,Jeans,4,2448,9792,2023-03-07,Spring
649,Brenda Scott,youngkeith@gmail.com,Boots,5,2429,12145,2024-02-01,Winter
650,Shannon Jones,annaliu@hotmail.com,Shorts,1,841,841,2023-07-27,Summer
651,Christina Burton,michellebaker@dalton.biz,Sweater,3,2990,8970,2024-01-15,Winter
652,Gary Schultz,tbryant@gmail.com,T-Shirt,2,4531,9062,2024-05-28,Spring
653,Timothy Booth Jr.,harriskimberly@jones-hodges.com,Shorts,3,4445,13335,2023-07-11,Summer
654,Steven Perez,terri76@guzman-burgess.com,Light Jacket,2,904,1808,2024-05-20,Spring
655,Matthew Stewart,robertlindsey@hebert-delgado.com,Light Jacket,4,3026,12104,2023-05-06,Spring
656,Nathan Williams,kimberlygallegos@gmail.com,Waterproof Shoes,5,1943,9715,2024-07-08,Monsoon
657,Lynn Allen,masongonzalez@roberts.info,Waterproof Shoes,1,3361,3361,2024-09-11,Monsoon
658,Jeremy Taylor MD,ktaylor@gmail.com,Loafers,4,1883,7532,2025-11-23,Autumn
659,Chad Wheeler,guerramelissa@horton-dillon.net,Blazer,4,1480,5920,2023-09-17,Autumn
660,Jason Black,kristystephens@hotmail.com,Full-Sleeve Shirt,4,4060,16240,2024-10-28,Autumn
661,Steven Bowman,ellisjustin@hotmail.com,Full-Sleeve Shirt,5,1667,8335,2024-10-06,Autumn
662,Patty Schultz,tateryan@salas-allen.biz,Jacket,4,1874,7496,2023-01-11,Winter
663,Martha Cowan,emilybentley@gmail.com,Umbrella,1,521,521,2024-06-18,Monsoon
664,Derrick Sloan,daniel39@thompson.com,Scarf,3,4530,13590,2023-02-27,Winter
665,Todd Mitchell,salasbarbara@obrien.com,Jeans,3,956,2868,2024-05-14,Spring
666,Lisa Kennedy,rita30@owens.info,Full-Sleeve Shirt,5,2746,13730,2024-09-09,Autumn
667,Chris Johnson,lwood@mcmillan-ross.biz,Shorts,5,3002,15010,2024-06-06,Summer
668,Jennifer Coffey,jonesrhonda@taylor.biz,Waterproof Shoes,3,2004,6012,2024-08-24,Monsoon
669,Donna Lopez,silvaroy@gmail.com,Blazer,1,3600,3600,2024-09-15,Autumn
670,Paul Gray,jhernandez@cook.com,Cardigan,2,1346,2692,2023-11-23,Autumn
671,Kevin Harris,vanessanicholson@evans.biz,Sandals,3,557,1671,2023-07-28,Summer
672,Dustin Jenkins,msanford@hart.com,Shorts,3,3155,9465,2024-07-27,Summer
673,Kevin Harris MD,annetterandall@cunningham.com,Blazer,4,988,3952,2025-11-28,Autumn
674,Heidi Cooper,nelsonamy@collins-jones.com,T-Shirt,4,731,2924,2023-04-09,Spring
675,Sharon Norris,csmith@hotmail.com,Blazer,4,2837,11348,2023-09-27,Autumn
676,Terri Evans,spencertara@yahoo.com,Shorts,1,1591,1591,2024-06-24,Summer
677,Monique Alvarado,raymondsullivan@jones-roberts.org,Shorts,3,1212,3636,2024-07-27,Summer
678,Daniel Soto,sanchezandrew@edwards.org,Raincoat,5,3762,18810,2024-07-22,Monsoon
679,Chad Ward,loriflores@gmail.com,Sneakers,4,842,3368,2025-04-06,Spring
680,Stephen Mcdonald,jonessamuel@hotmail.com,Loafers,1,3213,3213,2024-10-19,Autumn
681,Gregg Rogers,thompsonantonio@weaver.com,Sneakers,1,2244,2244,2023-05-11,Spring
682,Mark Houston,kmullen@white.com,Light Jacket,1,4134,4134,2024-03-26,Spring
683,Kenneth Mcgrath,ryanjackson@harris.com,Scarf,1,2315,2315,2024-12-04,Winter
684,Joshua Sanchez,cobbdustin@lyons-james.biz,Raincoat,1,900,900,2024-09-23,Monsoon
685,Latasha King,ugonzalez@cooper-goodwin.net,Cardigan,5,2996,14980,2024-09-22,Autumn
686,Jonathan Thompson,amandaroberts@walker.biz,Jeans,1,4467,4467,2023-03-15,Spring
687,Barbara Gallagher MD,petersmith@crawford.org,Scarf,4,2844,11376,2024-01-17,Winter
688,Emily Green,franciscoschmidt@wilcox.com,Jacket,1,1583,1583,2024-02-03,Winter
689,Andrea Malone,kennethjones@rogers-pineda.biz,Raincoat,3,4831,14493,2023-09-28,Monsoon
690,Russell Serrano,nboyer@browning.net,Scarf,4,661,2644,2023-01-14,Winter
691,Mr. Craig Warner,misty99@king.net,Shorts,5,3666,18330,2023-06-08,Summer
692,Tony May,ncuevas@johnson.com,Waterproof Shoes,5,2144,10720,2024-09-12,Monsoon
693,Dana Pope,wendybrown@douglas.org,Shorts,1,2598,2598,2024-07-09,Summer
694,Jeremy Miles,ryan74@christensen.org,Jacket,2,3329,6658,2024-01-23,Winter
695,Gina Silva,ambererickson@johnson.org,Boots,3,1791,5373,2023-01-08,Winter
696,Lorraine Walls,zrobles@lara.com,Waterproof Shoes,2,3785,7570,2024-06-01,Monsoon
697,Anthony Robinson,hendersondenise@crawford.com,Jeans,2,1951,3902,2024-04-28,Spring
698,Chelsea Haney,aking@dawson.com,Waterproof Shoes,4,4564,18256,2024-08-22,Monsoon
699,Mr. Christopher Lopez MD,robert60@hotmail.com,Sneakers,1,4038,4038,2025-04-12,Spring
700,Alexander Escobar,danielhenderson@wallace.net,Sweater,1,3883,3883,2024-01-14,Winter
701,Joseph Carpenter,jwade@hotmail.com,Tank Top,2,2467,4934,2024-07-28,Summer
702,Michael Eaton,bward@hotmail.com,Sunglasses,1,2042,2042,2024-08-24,Summer
703,Charles Smith,lisarocha@gmail.com,Blazer,3,1802,5406,2024-10-26,Autumn
704,Luis Sims,jason97@yahoo.com,Boots,4,3277,13108,2024-01-17,Winter
705,Richard Wallace,davidmcintyre@gmail.com,Blazer,1,774,774,2023-11-12,Autumn
706,Nicole Lewis,luisthompson@white.org,Umbrella,3,929,2787,2023-08-16,Monsoon
707,John Robinson,gordon16@hotmail.com,Sneakers,5,1033,5165,2023-04-17,Spring
708,Michael Price,alexanderjames@gmail.com,Scarf,3,1717,5151,2023-02-15,Winter
709,Eileen Baker,lguzman@yahoo.com,Umbrella,4,3867,15468,2025-07-17,Monsoon
710,Brianna Pena,paulgomez@marshall.com,Scarf,1,1865,1865,2024-01-26,Winter
711,Jessica Knight,colleenprice@hotmail.com,Scarf,5,1630,8150,2023-12-06,Winter
712,Chase Jones,david09@gmail.com,Blazer,2,3490,6980,2024-10-04,Autumn
713,Patricia Blackwell,tiffanycampbell@jenkins.com,Tank Top,4,1397,5588,2023-06-07,Summer
714,Michael Smith,pwright@hotmail.com,Waterproof Shoes,3,3322,9966,2024-06-21,Monsoon
715,Sean Mahoney,nprice@hernandez.com,Light Jacket,4,4755,19020,2024-05-21,Spring
716,Kevin Ellis,zwilson@yahoo.com,Shorts,3,1710,5130,2025-06-06,Summer
717,Steven Potter,ppeterson@hernandez.com,Waterproof Shoes,3,1046,3138,2024-09-06,Monsoon
718,William Alvarez,lee05@cortez.org,Full-Sleeve Shirt,1,870,870,2023-09-21,Autumn
719,Lindsey Clark,brownjamie@hotmail.com,Sandals,2,4762,9524,2024-06-15,Summer
720,Dana Becker,lamrobert@foster-walsh.net,Waterproof Shoes,4,734,2936,2024-07-26,Monsoon
721,Stephanie Klein,khanstephanie@yahoo.com,Waterproof Shoes,2,760,1520,2023-06-21,Monsoon
722,Jennifer Watson,zhaas@gmail.com,Tank Top,2,990,1980,2023-06-12,Summer
723,Lauren Rodriguez,alee@hotmail.com,Full-Sleeve Shirt,5,3410,17050,2023-10-16,Autumn
724,Damon Hamilton,lorilee@novak.com,Light Jacket,1,4344,4344,2023-04-26,Spring
725,Courtney Douglas,lewisdouglas@hotmail.com,Blazer,5,3223,16115,2023-11-28,Autumn
726,Anthony Moody,michaelrowe@gallagher.com,Waterproof Shoes,3,1656,4968,2024-09-03,Monsoon
727,Danielle Gill,rharvey@yahoo.com,Jeans,2,2254,4508,2024-05-15,Spring
728,Kristin Finley,youngmichelle@hotmail.com,Sandals,5,3479,17395,2024-08-02,Summer
729,Vicki Lopez,malonedonald@yahoo.com,Sweater,5,1514,7570,2023-01-27,Winter
730,Neil Romero,erobinson@gmail.com,Light Jacket,3,4312,12936,2024-03-26,Spring
731,Stacey Wilson,zowens@gmail.com,Full-Sleeve Shirt,5,2793,13965,2024-11-19,Autumn
732,Lisa Castro,johnsonrobert@gmail.com,Blazer,5,4421,22105,2024-11-12,Autumn
733,Samantha Leblanc,shannon16@mckee-smith.com,Jacket,4,1749,6996,2023-02-12,Winter
734,Erin Walton,lbradley@hotmail.com,Tank Top,3,4430,13290,2024-07-16,Summer
735,Laura Berry,james26@gmail.com,Full-Sleeve Shirt,5,2872,14360,2024-11-01,Autumn
736,Alyssa Bass,aprice@gmail.com,Scarf,1,2852,2852,2024-01-22,Winter
737,Tyler Ramirez,carrollsamantha@cortez.com,Jacket,2,1822,3644,2024-02-15,Winter
738,Mario Dunn,dominic30@yahoo.com,Scarf,5,2473,12365,2024-02-24,Winter
739,Thomas Huerta,yvonnenelson@lambert-scott.com,Loafers,4,2278,9112,2023-11-13,Autumn
740,Michael Wright,reginajames@trevino.org,Scarf,1,2106,2106,2024-02-10,Winter
741,Michael Lee,kathryn62@hotmail.com,Waterproof Shoes,4,514,2056,2023-09-27,Monsoon
742,Anna Brown,dawn06@yahoo.com,Jeans,4,2940,11760,2024-03-07,Spring
743,Crystal Blair,wadenicholas@hernandez-blevins.info,Full-Sleeve Shirt,2,2371,4742,2023-11-08,Autumn
744,Ann Tran,rebeccawatson@smith-payne.info,Sneakers,2,3334,6668,2024-04-03,Spring
745,Timothy Carpenter,gregory77@martin.com,Jacket,5,1658,8290,2024-12-18,Winter
746,Joseph Jones,xtran@hotmail.com,Loafers,5,1271,6355,2024-11-26,Autumn
747,Cynthia Warner,jocelynrivera@yahoo.com,Sneakers,4,1856,7424,2024-05-28,Spring
748,Sarah Garcia,raythompson@hinton-ware.biz,Full-Sleeve Shirt,2,3535,7070,2023-11-12,Autumn
749,Amanda Garza,jritter@hotmail.com,Jeans,1,3676,3676,2023-03-12,Spring
750,Michael Santiago,james64@gmail.com,Light Jacket,2,4878,9756,2024-04-21,Spring
751,Cynthia Kelly,crobinson@cook-leonard.com,Tank Top,3,2855,8565,2023-07-14,Summer
752,Ricky Moreno,raymondstephanie@hotmail.com,Blazer,2,2903,5806,2023-09-20,Autumn
753,Kenneth Ortiz,ortizyvonne@mejia-robbins.com,Sneakers,5,1492,7460,2023-03-25,Spring
754,Amanda Guerrero,lowerykristen@bauer-melton.net,Light Jacket,4,1487,5948,2024-04-05,Spring
755,Nancy Powers,amyshelton@scott.com,Umbrella,5,2633,13165,2024-09-22,Monsoon
756,George Medina,ashley93@yahoo.com,Jacket,5,2164,10820,2023-01-06,Winter
757,Megan Garrett,rachel24@yahoo.com,Sweater,1,2197,2197,2023-12-10,Winter
758,John Miller,samueljoseph@myers-jefferson.info,Sunglasses,5,1917,9585,2023-08-06,Summer
759,Michael Roman,mariawolf@gmail.com,Waterproof Shoes,4,644,2576,2023-09-10,Monsoon
760,James Nguyen,curtis95@collins.net,Waterproof Shoes,4,4787,19148,2025-09-12,Monsoon
761,Candice Simon,hammondscott@yahoo.com,Umbrella,1,632,632,2024-06-05,Monsoon
762,Oscar Oneill,jeffrey50@moran.info,Shorts,2,4228,8456,2023-06-07,Summer
763,Tracy Evans,chaney@price.com,Scarf,3,1410,4230,2024-01-27,Winter
764,Gregory Roberson,millsdiana@davis-brock.info,Sunglasses,1,2285,2285,2023-08-22,Summer
765,Lawrence Patel,lowejennifer@vasquez.com,Waterproof Shoes,5,571,2855,2024-09-01,Monsoon
766,Shannon Nelson,taylor48@hotmail.com,Shorts,4,4168,16672,2023-06-10,Summer
767,Samuel Mooney,christiantyler@houston.info,Sweater,5,1015,5075,2024-01-24,Winter
768,Sarah Clay,georgeaaron@hotmail.com,Boots,3,3196,9588,2023-02-24,Winter
769,Michelle Tucker,ncollier@hotmail.com,Jacket,2,3106,6212,2023-01-12,Winter
770,Stacy Murphy DDS,jeanneray@yahoo.com,Waterproof Shoes,3,3597,10791,2024-07-11,Monsoon
771,Tiffany Dixon,vmiller@armstrong-armstrong.com,Raincoat,4,672,2688,2023-06-01,Monsoon
772,Kirk Williams,jamierussell@stanley.info,Umbrella,3,1031,3093,2023-07-28,Monsoon
773,John Oneill,jenniferhaney@boyle-pierce.com,Sunglasses,4,550,2200,2023-08-06,Summer
774,Sara Boyer,mirandagary@ellis.info,Loafers,4,3825,15300,2023-10-02,Autumn
775,Jeffrey Rush,dillon72@yahoo.com,Sneakers,4,3397,13588,2024-03-24,Spring
776,Jennifer Collins,charrington@hall.com,Scarf,2,2211,4422,2023-01-16,Winter
777,Mary Benjamin,robert75@bowman.com,Blazer,4,3033,12132,2023-09-25,Autumn
778,Peter Pittman,brogers@davis.org,Jacket,5,638,3190,2025-01-12,Winter
779,Angela Hammond,megantyler@baker.com,Sneakers,1,1790,1790,2023-03-16,Spring
780,Kimberly Haynes,joshua43@stone.com,Light Jacket,2,630,1260,2024-03-20,Spring
781,Ryan Rowland,mark90@gordon.com,Boots,1,4664,4664,2025-02-11,Winter
782,Ryan Castro,angela54@rivers.com,Full-Sleeve Shirt,1,2587,2587,2024-09-17,Autumn
783,Kurt Kim,carol14@hill.org,Light Jacket,1,1851,1851,2024-04-27,Spring
784,Steven Gillespie,zsteele@brock.com,Sweater,3,2479,7437,2023-12-28,Winter
785,Peter Frank,kevin41@yahoo.com,Sunglasses,1,1336,1336,2025-07-06,Summer
786,Mr. Robert Wilson Jr.,martinezjasmine@gmail.com,Light Jacket,2,2139,4278,2023-03-03,Spring
787,James Mcgee,victor33@gmail.com,T-Shirt,3,2700,8100,2023-05-09,Spring
788,Brandon Marks,sarahcannon@campos-adkins.com,Loafers,2,2199,4398,2024-10-20,Autumn
789,Cynthia West,leonardkatie@kennedy.com,Waterproof Shoes,4,4149,16596,2023-08-23,Monsoon
790,Victor Mendoza,shawn05@martinez.biz,Light Jacket,1,2289,2289,2025-04-02,Spring
791,April Jones,nkrause@yahoo.com,T-Shirt,2,2634,5268,2024-03-28,Spring
792,Robert Gonzalez,shannon29@hotmail.com,Boots,4,3401,13604,2024-02-13,Winter
793,Dr. Zachary Simpson,eflores@yahoo.com,Sneakers,2,4812,9624,2024-03-14,Spring
794,Drew Wilson,annejefferson@hotmail.com,Light Jacket,4,1759,7036,2024-03-01,Spring
795,Jessica Taylor,denise48@gmail.com,Boots,1,3830,3830,2024-01-02,Winter
796,Erika Fuller,edwardpierce@hardy-rodriguez.com,Tank Top,3,4518,13554,2023-06-21,Summer
797,Heather Hunter,timothyparker@hess-bray.com,Boots,2,1770,3540,2024-12-15,Winter
798,Timothy Grant,kathrynkim@hotmail.com,Sandals,3,1611,4833,2024-06-05,Summer
799,April Zhang,lopezryan@mccarthy.org,Full-Sleeve Shirt,5,2914,14570,2024-11-18,Autumn
800,Kurt Dudley,amber71@yahoo.com,Boots,2,3429,6858,2025-12-15,Winter
801,Dean Conley,ericaperry@hotmail.com,Cardigan,5,3391,16955,2023-11-15,Autumn
802,Olivia Reyes,steven32@strickland.net,Sneakers,1,1425,1425,2024-03-25,Spring
803,Melissa Johnson,joshua66@hotmail.com,Tank Top,4,3886,15544,2024-06-24,Summer
804,Ryan Johnson II,alyssajohnson@gmail.com,Sweater,4,1820,7280,2023-12-11,Winter
805,Kimberly Henson,byoung@thomas.biz,Light Jacket,4,1924,7696,2024-04-04,Spring
806,William Dixon,cookejohn@gmail.com,Cardigan,3,4574,13722,2023-10-05,Autumn
807,Melissa White DVM,christopher22@yahoo.com,Sweater,5,1071,5355,2025-02-25,Winter
808,Anita Wilson,robertfrancis@yahoo.com,Jeans,4,1213,4852,2023-05-20,Spring
809,Joshua Phillips,autumn07@bryant-smith.com,T-Shirt,5,4905,24525,2023-04-14,Spring
810,Tammy Cruz DDS,gonzaleswendy@hotmail.com,Light Jacket,2,4673,9346,2023-05-08,Spring
811,Meghan Conway,blairdana@griffin.net,Umbrella,1,2366,2366,2023-07-07,Monsoon
812,Rebecca Terrell,alopez@carrillo-brown.com,Sandals,5,1101,5505,2024-07-23,Summer
813,John Butler,taylor36@yahoo.com,Blazer,2,4837,9674,2024-10-28,Autumn
814,Amy Gates,tanyawhite@haley.net,Jeans,5,2868,14340,2023-04-28,Spring
815,Walter Wallace,zwalker@gmail.com,Blazer,3,4924,14772,2024-09-28,Autumn
816,Kimberly Fitzgerald,clarkjeffrey@yahoo.com,Scarf,1,1423,1423,2024-02-20,Winter
817,Kyle Carlson,pearsonjonathan@bird.com,Waterproof Shoes,2,4262,8524,2024-08-28,Monsoon
818,Anthony Mccoy,zamorajorge@grant.info,Raincoat,1,4918,4918,2023-09-28,Monsoon
819,Amy Bennett,acannon@chen.biz,Jacket,5,4221,21105,2023-12-09,Winter
820,Devin Sanchez,kmitchell@holden-ayers.biz,Blazer,1,4360,4360,2024-09-18,Autumn
821,Frank Chambers,awalters@turner.biz,Jeans,3,1105,3315,2023-04-26,Spring
822,Ashley Ramirez,munozmichael@yahoo.com,Sweater,1,3279,3279,2025-12-09,Winter
823,Gary Greene,kgoodwin@gmail.com,Umbrella,2,3438,6876,2024-07-21,Monsoon
824,Anthony Robinson,sandraforbes@gmail.com,Cardigan,3,3072,9216,2023-10-01,Autumn
825,Nathaniel Snyder,ralph09@garrett-garcia.info,Blazer,1,2342,2342,2025-11-11,Autumn
826,William Hall,marcia61@williams-russo.com,Light Jacket,4,3546,14184,2023-03-25,Spring
827,Alicia Garcia,jacqueline63@reynolds.info,Shorts,3,3022,9066,2024-07-17,Summer
828,Raymond Schultz,murphynicole@yahoo.com,Sweater,4,2670,10680,2024-01-06,Winter
829,Albert Kim,sarah10@gay.com,Blazer,3,4465,13395,2024-10-28,Autumn
830,Adrienne Everett MD,reginaldfleming@allen.com,Loafers,4,1863,7452,2024-10-20,Autumn
831,Julie Thomas,phyllissmith@hotmail.com,Full-Sleeve Shirt,4,2007,8028,2023-09-23,Autumn
832,Brittany Rasmussen,belljames@hotmail.com,Sandals,3,1214,3642,2023-08-18,Summer
833,Mrs. Danielle Smith,saranorton@gmail.com,Sandals,3,917,2751,2024-06-21,Summer
834,Theresa Galvan,philip61@hotmail.com,Blazer,1,2708,2708,2024-10-02,Autumn
835,Sara Guzman,michelewarner@hotmail.com,Jeans,5,4715,23575,2023-05-19,Spring
836,Teresa Kaufman,qpruitt@kemp.com,Cardigan,5,3164,15820,2024-10-24,Autumn
837,Steven Bell,smithryan@hotmail.com,Tank Top,3,1663,4989,2024-07-13,Summer
838,Brian Valenzuela,freemanmichael@gmail.com,Sweater,4,2030,8120,2023-01-28,Winter
839,Willie Bennett,christine81@li.info,Full-Sleeve Shirt,3,4776,14328,2023-11-01,Autumn
840,Dylan Martinez,deborahduke@gmail.com,Sandals,3,3604,10812,2023-07-13,Summer
841,Mr. Timothy Rodriguez,stephaniedavis@hotmail.com,Raincoat,5,3639,18195,2023-07-04,Monsoon
842,Jim Weber,franciscojones@sanchez.com,Jeans,1,1942,1942,2023-04-14,Spring
843,Kimberly Cain,gbenitez@reeves-mcdonald.info,Loafers,5,1752,8760,2023-10-22,Autumn
844,Leslie Alexander,tgordon@thomas.org,Sandals,4,1384,5536,2023-08-09,Summer
845,Kenneth Mejia,justin08@frederick.com,T-Shirt,2,3222,6444,2024-03-22,Spring
846,Cynthia Powers,michael34@moore-buchanan.org,Sandals,2,2692,5384,2024-07-06,Summer
847,Anthony Roberts,yharrison@yahoo.com,Waterproof Shoes,2,3019,6038,2023-06-16,Monsoon
848,Peter Vasquez,qbrown@gay-adams.com,Loafers,2,3972,7944,2023-11-25,Autumn
849,Dalton Patel,qtaylor@hotmail.com,Sandals,2,4056,8112,2024-08-27,Summer
850,Brandi Porter,devin28@gmail.com,Sandals,3,863,2589,2023-07-28,Summer
851,Michael Hooper,catherine39@davis.info,Tank Top,4,3735,14940,2024-08-28,Summer
852,Bill Rivera,briannawhite@yahoo.com,Sunglasses,3,2773,8319,2023-06-03,Summer
853,Lisa Perez,hernandezsarah@castillo.com,Loafers,4,4833,19332,2023-11-05,Autumn
854,Meagan Vaughn,jennapotter@gmail.com,Loafers,2,3717,7434,2024-09-06,Autumn
855,Ashley Miller,gamblescott@yahoo.com,Sweater,5,1915,9575,2023-02-23,Winter
856,William Sullivan,alexanderpamela@cummings.info,Waterproof Shoes,4,4971,19884,2024-06-13,Monsoon
857,Elizabeth Mcguire,smithwilliam@yahoo.com,Jeans,5,4342,21710,2023-03-08,Spring
858,Nicholas Kim,joseph18@hotmail.com,Full-Sleeve Shirt,3,955,2865,2024-10-20,Autumn
859,Jennifer Elliott,perezfrances@gmail.com,Loafers,2,4157,8314,2023-10-28,Autumn
860,Joanne Harper,daniel80@yahoo.com,Umbrella,2,3350,6700,2024-07-03,Monsoon
861,Jennifer Thompson,bestangel@gmail.com,Umbrella,3,1677,5031,2024-07-28,Monsoon
862,Joshua George MD,cindywilson@hotmail.com,Cardigan,1,1652,1652,2024-10-14,Autumn
863,Kevin Montes,jbradford@daniels.net,Loafers,5,4454,22270,2024-09-10,Autumn
864,Shawna Walker,xcollier@hotmail.com,Blazer,3,3380,10140,2023-09-16,Autumn
865,Dana Rogers,kevinkelley@leonard.com,Blazer,3,3554,10662,2024-09-17,Autumn
866,Kelly Caldwell,atorres@garza.com,Sunglasses,3,1338,4014,2024-08-04,Summer
867,Susan Jackson,sandrapearson@lutz-stark.com,Blazer,2,3787,7574,2024-11-23,Autumn
868,Shannon Anderson,donnabaker@henderson-meyer.com,Umbrella,5,4274,21370,2023-08-17,Monsoon
869,Shannon Morgan,emarshall@martinez-le.com,Scarf,2,1857,3714,2023-02-15,Winter
870,George White,walterlewis@gmail.com,Tank Top,5,3518,17590,2024-06-09,Summer
871,Matthew Hill,christopheranderson@cain.biz,Umbrella,2,1072,2144,2023-09-24,Monsoon
872,Jermaine Hall,tanner30@yahoo.com,Sandals,3,4273,12819,2024-08-05,Summer
873,Crystal Parker,tobrien@fleming.com,Tank Top,2,3425,6850,2024-07-23,Summer
874,Brittany Delacruz,qgonzalez@walker-serrano.info,Tank Top,3,3062,9186,2024-06-17,Summer
875,Katrina Jones,owhitehead@yahoo.com,Tank Top,1,1401,1401,2024-08-28,Summer
876,Dr. William Lin,jenniferhernandez@chavez.info,Waterproof Shoes,1,3236,3236,2024-08-16,Monsoon
877,Laura Griffin,vswanson@hernandez.com,Sandals,5,686,3430,2024-08-01,Summer
