Customer_ID,Customer_Name,Email,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
820,Devin Sanchez,kmitchell@holden-ayers.biz,Blazer,1,4360,4360,2024-09-18,Autumn,3,200,4360.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
821,Frank Chambers,awalters@turner.biz,Jeans,3,1105,3315,2023-04-26,Spring,2,711,1105.0,2,Lost Customers,Re-engagement Emails & Offers
822,Ashley Ramirez,munozmichael@yahoo.com,Sweater,1,3279,3279,2025-12-09,Winter,1,-247,3279.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
823,Gary Greene,kgoodwin@gmail.com,Umbrella,2,3438,6876,2024-07-21,Monsoon,4,259,3438.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
824,Anthony Robinson,sandraforbes@gmail.com,Cardigan,3,3072,9216,2023-10-01,Autumn,3,553,3072.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
825,Nathaniel Snyder,ralph09@garrett-garcia.info,Blazer,1,2342,2342,2025-11-11,Autumn,3,-219,2342.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
826,William Hall,marcia61@williams-russo.com,Light Jacket,4,3546,14184,2023-03-25,Spring,2,743,3546.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
827,Alicia Garcia,jacqueline63@reynolds.info,Shorts,3,3022,9066,2024-07-17,Summer,0,263,3022.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
828,Raymond Schultz,murphynicole@yahoo.com,Sweater,4,2670,10680,2024-01-06,Winter,1,456,2670.0,2,Lost Customers,Re-engagement Emails & Offers
829,Albert Kim,sarah10@gay.com,Blazer,3,4465,13395,2024-10-28,Autumn,3,160,4465.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
830,Adrienne Everett MD,reginaldfleming@allen.com,Loafers,4,1863,7452,2024-10-20,Autumn,3,168,1863.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
831,Julie Thomas,phyllissmith@hotmail.com,Full-Sleeve Shirt,4,2007,8028,2023-09-23,Autumn,3,561,2007.0,2,Lost Customers,Re-engagement Emails & Offers
832,Brittany Rasmussen,belljames@hotmail.com,Sandals,3,1214,3642,2023-08-18,Summer,0,597,1214.0,2,Lost Customers,Re-engagement Emails & Offers
833,Mrs. Danielle Smith,saranorton@gmail.com,Sandals,3,917,2751,2024-06-21,Summer,0,289,917.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
834,Theresa Galvan,philip61@hotmail.com,Blazer,1,2708,2708,2024-10-02,Autumn,3,186,2708.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
835,Sara Guzman,michelewarner@hotmail.com,Jeans,5,4715,23575,2023-05-19,Spring,2,688,4715.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
836,Teresa Kaufman,qpruitt@kemp.com,Cardigan,5,3164,15820,2024-10-24,Autumn,3,164,3164.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
837,Steven Bell,smithryan@hotmail.com,Tank Top,3,1663,4989,2024-07-13,Summer,0,267,1663.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
838,Brian Valenzuela,freemanmichael@gmail.com,Sweater,4,2030,8120,2023-01-28,Winter,1,799,2030.0,2,Lost Customers,Re-engagement Emails & Offers
839,Willie Bennett,christine81@li.info,Full-Sleeve Shirt,3,4776,14328,2023-11-01,Autumn,3,522,4776.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
840,Dylan Martinez,deborahduke@gmail.com,Sandals,3,3604,10812,2023-07-13,Summer,0,633,3604.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
841,Mr. Timothy Rodriguez,stephaniedavis@hotmail.com,Raincoat,5,3639,18195,2023-07-04,Monsoon,4,642,3639.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
842,Jim Weber,franciscojones@sanchez.com,Jeans,1,1942,1942,2023-04-14,Spring,2,723,1942.0,2,Lost Customers,Re-engagement Emails & Offers
843,Kimberly Cain,gbenitez@reeves-mcdonald.info,Loafers,5,1752,8760,2023-10-22,Autumn,3,532,1752.0,2,Lost Customers,Re-engagement Emails & Offers
844,Leslie Alexander,tgordon@thomas.org,Sandals,4,1384,5536,2023-08-09,Summer,0,606,1384.0,2,Lost Customers,Re-engagement Emails & Offers
845,Kenneth Mejia,justin08@frederick.com,T-Shirt,2,3222,6444,2024-03-22,Spring,2,380,3222.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
846,Cynthia Powers,michael34@moore-buchanan.org,Sandals,2,2692,5384,2024-07-06,Summer,0,274,2692.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
847,Anthony Roberts,yharrison@yahoo.com,Waterproof Shoes,2,3019,6038,2023-06-16,Monsoon,4,660,3019.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
848,Peter Vasquez,qbrown@gay-adams.com,Loafers,2,3972,7944,2023-11-25,Autumn,3,498,3972.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
849,Dalton Patel,qtaylor@hotmail.com,Sandals,2,4056,8112,2024-08-27,Summer,0,222,4056.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
850,Brandi Porter,devin28@gmail.com,Sandals,3,863,2589,2023-07-28,Summer,0,618,863.0,2,Lost Customers,Re-engagement Emails & Offers
851,Michael Hooper,catherine39@davis.info,Tank Top,4,3735,14940,2024-08-28,Summer,0,221,3735.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
852,Bill Rivera,briannawhite@yahoo.com,Sunglasses,3,2773,8319,2023-06-03,Summer,0,673,2773.0,2,Lost Customers,Re-engagement Emails & Offers
853,Lisa Perez,hernandezsarah@castillo.com,Loafers,4,4833,19332,2023-11-05,Autumn,3,518,4833.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
854,Meagan Vaughn,jennapotter@gmail.com,Loafers,2,3717,7434,2024-09-06,Autumn,3,212,3717.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
855,Ashley Miller,gamblescott@yahoo.com,Sweater,5,1915,9575,2023-02-23,Winter,1,773,1915.0,2,Lost Customers,Re-engagement Emails & Offers
856,William Sullivan,alexanderpamela@cummings.info,Waterproof Shoes,4,4971,19884,2024-06-13,Monsoon,4,297,4971.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
857,Elizabeth Mcguire,smithwilliam@yahoo.com,Jeans,5,4342,21710,2023-03-08,Spring,2,760,4342.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
858,Nicholas Kim,joseph18@hotmail.com,Full-Sleeve Shirt,3,955,2865,2024-10-20,Autumn,3,168,955.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
859,Jennifer Elliott,perezfrances@gmail.com,Loafers,2,4157,8314,2023-10-28,Autumn,3,526,4157.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
860,Joanne Harper,daniel80@yahoo.com,Umbrella,2,3350,6700,2024-07-03,Monsoon,4,277,3350.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
861,Jennifer Thompson,bestangel@gmail.com,Umbrella,3,1677,5031,2024-07-28,Monsoon,4,252,1677.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
862,Joshua George MD,cindywilson@hotmail.com,Cardigan,1,1652,1652,2024-10-14,Autumn,3,174,1652.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
863,Kevin Montes,jbradford@daniels.net,Loafers,5,4454,22270,2024-09-10,Autumn,3,208,4454.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
864,Shawna Walker,xcollier@hotmail.com,Blazer,3,3380,10140,2023-09-16,Autumn,3,568,3380.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
865,Dana Rogers,kevinkelley@leonard.com,Blazer,3,3554,10662,2024-09-17,Autumn,3,201,3554.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
866,Kelly Caldwell,atorres@garza.com,Sunglasses,3,1338,4014,2024-08-04,Summer,0,245,1338.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
867,Susan Jackson,sandrapearson@lutz-stark.com,Blazer,2,3787,7574,2024-11-23,Autumn,3,134,3787.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
868,Shannon Anderson,donnabaker@henderson-meyer.com,Umbrella,5,4274,21370,2023-08-17,Monsoon,4,598,4274.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
869,Shannon Morgan,emarshall@martinez-le.com,Scarf,2,1857,3714,2023-02-15,Winter,1,781,1857.0,2,Lost Customers,Re-engagement Emails & Offers
870,George White,walterlewis@gmail.com,Tank Top,5,3518,17590,2024-06-09,Summer,0,301,3518.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
871,Matthew Hill,christopheranderson@cain.biz,Umbrella,2,1072,2144,2023-09-24,Monsoon,4,560,1072.0,2,Lost Customers,Re-engagement Emails & Offers
872,Jermaine Hall,tanner30@yahoo.com,Sandals,3,4273,12819,2024-08-05,Summer,0,244,4273.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
873,Crystal Parker,tobrien@fleming.com,Tank Top,2,3425,6850,2024-07-23,Summer,0,257,3425.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
874,Brittany Delacruz,qgonzalez@walker-serrano.info,Tank Top,3,3062,9186,2024-06-17,Summer,0,293,3062.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
875,Katrina Jones,owhitehead@yahoo.com,Tank Top,1,1401,1401,2024-08-28,Summer,0,221,1401.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
876,Dr. William Lin,jenniferhernandez@chavez.info,Waterproof Shoes,1,3236,3236,2024-08-16,Monsoon,4,233,3236.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
877,Laura Griffin,vswanson@hernandez.com,Sandals,5,686,3430,2024-08-01,Summer,0,248,686.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
878,Michele Clark,hgeorge@park.info,Umbrella,1,2200,2200,2025-06-02,Monsoon,4,-57,2200.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
879,Mark Gomez,jenningstracey@garcia.com,Shorts,2,1808,3616,2024-07-10,Summer,0,270,1808.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
880,Ryan Allen,michelle11@webb-washington.com,T-Shirt,4,1107,4428,2024-05-28,Spring,2,313,1107.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
881,Eric Green,rebecca70@yahoo.com,Sandals,4,3259,13036,2024-07-23,Summer,0,257,3259.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
882,Teresa Peters,brownleslie@brooks.com,Jeans,1,4560,4560,2024-03-15,Spring,2,387,4560.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
883,James Nelson,blackalex@rice-velez.biz,Shorts,4,4934,19736,2023-08-23,Summer,0,592,4934.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
884,David Oconnor,hamiltonamanda@hotmail.com,Scarf,2,1435,2870,2024-12-28,Winter,1,99,1435.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
885,April Smith,scottbill@williams-pratt.com,Jeans,1,3920,3920,2024-03-13,Spring,2,389,3920.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
886,William Hess,mary94@hotmail.com,Shorts,5,1297,6485,2024-07-25,Summer,0,255,1297.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
887,Roger George,icordova@yahoo.com,Umbrella,4,1032,4128,2023-07-04,Monsoon,4,642,1032.0,2,Lost Customers,Re-engagement Emails & Offers
888,Gregory Larsen,willischarles@shah-howell.com,Sweater,4,3889,15556,2023-01-27,Winter,1,800,3889.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
889,Heather Floyd,blackallen@hotmail.com,Tank Top,2,3822,7644,2025-08-13,Summer,0,-129,3822.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
890,Joel White,codyjackson@yahoo.com,Waterproof Shoes,3,4627,13881,2024-08-22,Monsoon,4,227,4627.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
891,George Case,ecarr@mckay.com,Scarf,2,517,1034,2024-02-19,Winter,1,412,517.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
892,April Patel MD,villanuevabeverly@smith-washington.info,Blazer,1,735,735,2023-09-26,Autumn,3,558,735.0,2,Lost Customers,Re-engagement Emails & Offers
893,Jerry Bell,cmorales@yahoo.com,Raincoat,2,549,1098,2024-07-01,Monsoon,4,279,549.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
894,Stephen Rose,anthonygarcia@hotmail.com,Loafers,2,3666,7332,2023-10-28,Autumn,3,526,3666.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
895,Garrett Hernandez,bnorton@yahoo.com,Cardigan,1,2317,2317,2023-11-22,Autumn,3,501,2317.0,2,Lost Customers,Re-engagement Emails & Offers
896,Brandi Richards,aburch@wood-mathis.com,Jacket,5,2136,10680,2023-02-28,Winter,1,768,2136.0,2,Lost Customers,Re-engagement Emails & Offers
897,Mary Anderson,erikabutler@hotmail.com,Scarf,3,2384,7152,2024-01-22,Winter,1,440,2384.0,2,Lost Customers,Re-engagement Emails & Offers
898,Sarah Massey,jason95@davis.info,Jacket,2,1120,2240,2024-12-05,Winter,1,122,1120.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
899,Michael Roberts,lisadelacruz@watkins.com,Raincoat,5,3878,19390,2025-07-15,Monsoon,4,-100,3878.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
900,Tonya Andrews,ndiaz@santos.com,Jacket,5,3492,17460,2023-01-03,Winter,1,824,3492.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
901,Jessica Frye,eugene10@rodriguez.com,Sweater,2,1821,3642,2024-02-28,Winter,1,403,1821.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
902,Nicholas Barrett,dana76@smith-williamson.com,Scarf,1,1035,1035,2023-12-13,Winter,1,480,1035.0,2,Lost Customers,Re-engagement Emails & Offers
903,Carolyn Smith,cbecker@murphy-bruce.com,Waterproof Shoes,5,711,3555,2023-06-15,Monsoon,4,661,711.0,2,Lost Customers,Re-engagement Emails & Offers
904,Mary Mendoza,daniel58@evans-parrish.com,Raincoat,4,2777,11108,2024-08-19,Monsoon,4,230,2777.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
905,Kimberly Sandoval,owensraymond@gmail.com,Boots,2,4141,8282,2024-02-28,Winter,1,403,4141.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
906,Rachel Cohen,dmooney@yahoo.com,Jacket,2,615,1230,2023-01-28,Winter,1,799,615.0,2,Lost Customers,Re-engagement Emails & Offers
907,Amanda Stone,rebeccaflores@hotmail.com,Sunglasses,5,4229,21145,2023-06-01,Summer,0,675,4229.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
908,Diane Green,lewiswendy@harding.com,Scarf,5,4677,23385,2024-12-06,Winter,1,121,4677.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
909,Roberto Green,millerjenna@calhoun.com,Sweater,3,3542,10626,2023-12-15,Winter,1,478,3542.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
910,Mary Snyder,karenesparza@hotmail.com,Scarf,2,1490,2980,2024-02-15,Winter,1,416,1490.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
911,Alejandro Buchanan,tamara11@watts-mcdonald.net,Umbrella,4,1599,6396,2023-09-02,Monsoon,4,582,1599.0,2,Lost Customers,Re-engagement Emails & Offers
912,Danielle Mcgee,jenningskevin@turner.org,Light Jacket,1,4025,4025,2024-03-26,Spring,2,376,4025.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
913,Katherine Gray,charlessmith@hotmail.com,Blazer,1,729,729,2023-11-18,Autumn,3,505,729.0,2,Lost Customers,Re-engagement Emails & Offers
914,Mary Boyd,bsellers@yahoo.com,Blazer,4,4340,17360,2024-10-06,Autumn,3,182,4340.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
915,Christopher Vasquez,patricia60@peck.com,Scarf,4,1146,4584,2023-12-12,Winter,1,481,1146.0,2,Lost Customers,Re-engagement Emails & Offers
916,Monique Richards,cdunn@johnson.com,Raincoat,1,2266,2266,2024-09-05,Monsoon,4,213,2266.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
917,Jonathan Cox,anna17@garcia-velasquez.com,Raincoat,5,4077,20385,2024-09-28,Monsoon,4,190,4077.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
918,Michael Bird,wrightmelissa@gmail.com,Raincoat,3,3772,11316,2023-06-22,Monsoon,4,654,3772.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
919,Sonia Hensley MD,kennethharris@hotmail.com,Boots,4,4596,18384,2023-12-28,Winter,1,465,4596.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
920,Lisa Richards,fhughes@hotmail.com,Cardigan,1,4630,4630,2024-11-27,Autumn,3,130,4630.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
921,Renee Mccarty,beltranalicia@gmail.com,Shorts,1,4020,4020,2023-08-20,Summer,0,595,4020.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
922,Sarah Roberts,cjordan@york.net,Scarf,1,2346,2346,2023-12-14,Winter,1,479,2346.0,2,Lost Customers,Re-engagement Emails & Offers
923,Joshua Franco,mooreanthony@king.com,Sweater,1,4742,4742,2024-02-16,Winter,1,415,4742.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
924,Daniel Baker,braydavid@yahoo.com,Full-Sleeve Shirt,1,3415,3415,2023-09-28,Autumn,3,556,3415.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
925,Victoria Morales,autumn28@yahoo.com,Blazer,5,4930,24650,2023-10-21,Autumn,3,533,4930.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
926,Jeff Rodriguez,duransarah@love.biz,Full-Sleeve Shirt,1,1771,1771,2024-10-04,Autumn,3,184,1771.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
927,Rodney Carpenter,yrodriguez@yahoo.com,Loafers,1,3396,3396,2024-10-28,Autumn,3,160,3396.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
928,Kristopher Logan,marie76@yahoo.com,Jacket,5,614,3070,2024-01-28,Winter,1,434,614.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
929,James Romero,stewarttracy@hotmail.com,Umbrella,5,1328,6640,2024-07-02,Monsoon,4,278,1328.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
930,Anthony Morris,rpatton@gmail.com,Blazer,5,2809,14045,2024-10-19,Autumn,3,169,2809.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
931,Samantha Neal,hayesscott@yahoo.com,Cardigan,3,3395,10185,2023-11-05,Autumn,3,518,3395.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
932,Terri Griffin,fmoore@ellison-pollard.biz,Sneakers,5,1859,9295,2024-05-19,Spring,2,322,1859.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
933,Antonio Cameron,bennetthenry@hawkins-colon.org,Waterproof Shoes,2,2298,4596,2024-06-04,Monsoon,4,306,2298.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
934,Jonathan Gonzalez,kelsey04@hotmail.com,Sweater,5,4712,23560,2023-12-03,Winter,1,490,4712.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
935,Daniel Garcia,laura08@martinez-wolfe.org,Jacket,5,1491,7455,2023-12-17,Winter,1,476,1491.0,2,Lost Customers,Re-engagement Emails & Offers
936,Lisa Phillips,nharrison@campbell-snyder.com,Sneakers,4,4731,18924,2024-04-21,Spring,2,350,4731.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
937,Megan Scott,ramirezconnie@hamilton-foster.net,Tank Top,3,4905,14715,2024-08-05,Summer,0,244,4905.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
938,Richard Dawson,thomasperez@garner-stevens.org,Scarf,1,2078,2078,2024-02-13,Winter,1,418,2078.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
939,Adam Boyer,gonzalezdebra@yahoo.com,Loafers,3,2418,7254,2024-09-17,Autumn,3,201,2418.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
940,Benjamin Freeman,xmcdonald@thompson.org,Shorts,2,1692,3384,2023-08-26,Summer,0,589,1692.0,2,Lost Customers,Re-engagement Emails & Offers
941,Jennifer Graham,robert88@hotmail.com,Raincoat,4,2477,9908,2024-08-28,Monsoon,4,221,2477.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
942,Sharon Williams,sabrina33@williams.com,Sunglasses,4,4841,19364,2024-07-02,Summer,0,278,4841.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
943,Christopher Cruz,peter15@yahoo.com,Tank Top,4,2020,8080,2023-07-20,Summer,0,626,2020.0,2,Lost Customers,Re-engagement Emails & Offers
944,Morgan Bailey,hernandezmichelle@reynolds.com,Sneakers,3,2512,7536,2024-05-11,Spring,2,330,2512.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
945,Jackie Gray,halltimothy@donovan.com,Jacket,1,2078,2078,2023-02-28,Winter,1,768,2078.0,2,Lost Customers,Re-engagement Emails & Offers
946,Jose Love,anna01@hotmail.com,Shorts,4,4384,17536,2023-07-09,Summer,0,637,4384.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
947,Stephanie Nielsen,vazquezvictor@hotmail.com,Sweater,2,4480,8960,2023-12-19,Winter,1,474,4480.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
948,Donna Mitchell,laura97@hotmail.com,Scarf,3,1153,3459,2023-02-21,Winter,1,775,1153.0,2,Lost Customers,Re-engagement Emails & Offers
949,Gabriel Guzman,knappjoshua@gmail.com,Shorts,3,4067,12201,2024-06-19,Summer,0,291,4067.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
950,Sarah Acosta,mmiller@armstrong.com,Umbrella,5,2146,10730,2024-07-12,Monsoon,4,268,2146.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
951,Samantha Rodriguez,kennethwilliams@gmail.com,Tank Top,1,668,668,2024-06-16,Summer,0,294,668.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
952,Steven Hall,daviddavis@gmail.com,Cardigan,4,3770,15080,2024-09-08,Autumn,3,210,3770.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
953,Kathy Shelton,emily53@cantrell-walton.org,Light Jacket,5,3686,18430,2024-04-14,Spring,2,357,3686.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
954,Stephen Johnson,rachelhenderson@lewis-carter.com,Cardigan,2,3065,6130,2023-10-28,Autumn,3,526,3065.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
955,Edgar Jennings,bethroberts@hotmail.com,Umbrella,5,4254,21270,2023-08-21,Monsoon,4,594,4254.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
956,Raymond Hill,brentknight@wall.com,Sneakers,4,2833,11332,2023-05-21,Spring,2,686,2833.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
957,Lori Salazar,rhodesjean@hotmail.com,Sweater,4,4977,19908,2024-02-22,Winter,1,409,4977.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
958,Brandon Torres,marie18@williams.com,Blazer,3,2553,7659,2024-11-28,Autumn,3,129,2553.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
959,Michelle Houston,anthony46@higgins-andersen.com,Boots,4,1615,6460,2023-02-03,Winter,1,793,1615.0,2,Lost Customers,Re-engagement Emails & Offers
960,Cynthia Lewis,batesdeanna@gmail.com,Blazer,5,1809,9045,2024-09-13,Autumn,3,205,1809.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
961,Jenna Harrell,monica15@hotmail.com,Loafers,5,1734,8670,2024-09-15,Autumn,3,203,1734.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
962,Pamela White,wilsonhannah@todd.org,Jeans,2,3641,7282,2024-04-12,Spring,2,359,3641.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
963,Allison Jones,woodwardstephanie@yahoo.com,Light Jacket,5,1989,9945,2023-04-14,Spring,2,723,1989.0,2,Lost Customers,Re-engagement Emails & Offers
964,Veronica Gonzalez,stephanie30@preston.com,Full-Sleeve Shirt,4,1912,7648,2024-10-17,Autumn,3,171,1912.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
965,Marc Allen,brian83@williams-olson.com,Sandals,5,4024,20120,2023-06-02,Summer,0,674,4024.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
966,Jennifer Adams,jhooper@yahoo.com,Light Jacket,4,1714,6856,2024-05-21,Spring,2,320,1714.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
967,Lucas Gonzales,tamara75@cline.net,Tank Top,2,3683,7366,2024-08-28,Summer,0,221,3683.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
968,Lawrence Day,chavezwilliam@brown.net,Jeans,1,4390,4390,2024-03-07,Spring,2,395,4390.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
969,Sheryl Casey,kevin18@clark.com,Umbrella,1,2284,2284,2023-07-09,Monsoon,4,637,2284.0,2,Lost Customers,Re-engagement Emails & Offers
970,Theresa Mays,webbjeremy@hotmail.com,Sneakers,5,4948,24740,2024-04-10,Spring,2,361,4948.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
971,Gerald Fox,flane@hughes.org,Sweater,3,4066,12198,2024-02-20,Winter,1,411,4066.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
972,Ann Hall,sarah99@yahoo.com,Waterproof Shoes,3,1097,3291,2023-07-15,Monsoon,4,631,1097.0,2,Lost Customers,Re-engagement Emails & Offers
973,Joshua Wallace,nathaniel21@hotmail.com,T-Shirt,1,2752,2752,2024-05-10,Spring,2,331,2752.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
974,Jacob Gonzales,norrisvictor@hotmail.com,Umbrella,2,1913,3826,2023-08-12,Monsoon,4,603,1913.0,2,Lost Customers,Re-engagement Emails & Offers
975,David Walker,maurice01@hotmail.com,Scarf,3,2773,8319,2024-12-04,Winter,1,123,2773.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
976,Anthony Macdonald,danielanderson@gmail.com,Raincoat,5,2084,10420,2023-07-02,Monsoon,4,644,2084.0,2,Lost Customers,Re-engagement Emails & Offers
977,Mark Hartman,bmiller@hotmail.com,Scarf,3,3814,11442,2024-02-02,Winter,1,429,3814.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
978,Samantha Jones,lroman@yahoo.com,Sneakers,3,1700,5100,2024-05-23,Spring,2,318,1700.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
